season,result,map,team_role,match_length,character,char_role
3,loss,numbani,defend,8.0,zen,support
3,win,dorado,defend,4.0,symmetra,damage
3,win,dorado,attack,2.0,symmetra,damage
3,loss,route 66,defend,5.5,symmetra,damage
3,loss,route 66,attack,4.0,zen,support
3,win,temple of anubis,attack,9.0,ana,support
3,win,temple of anubis,defend,4.0,symmetra,damage
3,win,volskaya industries,defend,4.5,symmetra,damage
3,win,volskaya industries,attack,2.0,symmetra,damage
3,loss,route 66,attack,4.5,zen,support
3,win,dorado,attack,9.5,zen,support
3,win,dorado,defend,8.5,lucio,support
3,loss,oasis,cp,15.0,lucio,support
3,loss,illios,cp,22.5,lucio,support
3,win,lijiang tower,cp,15.0,lucio,support
3,win,gibraltar,attack,8.0,ana,support
3,win,gibraltar,defend,4.5,zen,support
3,win,oasis,cp,10.0,ana,support
3,win,temple of anubis,defend,4.0,symmetra,damage
3,win,temple of anubis,attack,1.05,ana,support
3,win,numbani,defend,7.0,symmetra,damage
3,win,numbani,attack,2.5,lucio,support
3,win,hollywood,defend,9.0,symmetra,damage
3,win,hollywood,attack,4.0,ana,support
3,win,hollywood,attack,4.0,ana,support
3,loss,gibraltar,defend,7.0,symmetra,damage
3,loss,gibraltar,attack,4.5,ana,support
3,win,king's row,defend,8.0,ana,support
3,win,king's row,attack,4.0,ana,support
3,win,volskaya industries,defend,2.0,ana,support
3,win,volskaya industries,attack,3.5,ana,support
3,win,volskaya industries,attack,5.5,ana,support
3,win,volskaya industries,defend,6.5,ana,support
3,win,hanamura,defend,8.0,symmetra,damage
3,win,hanamura,attack,5.0,ana,support
3,win,hanamura,defend,4.0,mercy,support
3,win,hanamura,attack,4.0,lucio,support
3,loss,dorado,defend,7.0,symmetra,damage
3,loss,dorado,attack,5.0,zen,support
3,loss,hollywood,defend,7.0,symmetra,damage
3,loss,hollywood,attack,5.5,ana,support
3,loss,eichenwalde,defend,7.5,symmetra,damage
3,loss,eichenwalde,attack,4.0,ana,support
3,win,temple of anubis,attack,8.0,ana,support
3,win,temple of anubis,defend,4.5,symmetra,damage
3,win,route 66,defend,8.5,symmetra,damage
3,win,route 66,attack,6.5,zen,support
3,win,lijiang tower,cp,21.0,mercy,support
3,win,temple of anubis,defend,4.0,torbjorn,damage
3,win,temple of anubis,attack,1.5,zen,support
3,loss,king's row,defend,8.0,ana,support
3,loss,king's row,attack,6.0,ana,support
3,loss,eichenwalde,attack,4.0,lucio,support
3,loss,eichenwalde,defend,4.0,torbjorn,damage
3,win,hanamura,attack,3.5,lucio,support
3,win,hanamura,defend,8.0,symmetra,damage
3,win,illios,cp,23.0,lucio,support
3,win,lijiang tower,cp,15.5,lucio,support
3,loss,route 66,defend,7.0,symmetra,damage
3,loss,route 66,attack,8.5,ana,support
3,loss,gibraltar,attack,7.0,zen,support
3,loss,gibraltar,defend,4.5,zen,support
3,loss,gibraltar,attack,3.0,mercy,support
3,loss,gibraltar,defend,4.5,mercy,support
3,win,dorado,attack,9.0,mercy,support
3,win,dorado,defend,7.0,torbjorn,damage
3,win,nepal,cp,20.0,lucio,support
3,win,hollywood,attack,7.0,ana,support
3,win,hollywood,defend,4.0,torbjorn,damage
3,loss,temple of anubis,attack,4.0,ana,support
3,loss,temple of anubis,defend,2.0,symmetra,damage
3,loss,temple of anubis,attack,5.0,ana,support
3,loss,temple of anubis,defend,2.0,ana,support
3,loss,illios,cp,13.0,ana,support
3,win,hollywood,attack,7.0,ana,support
3,win,hollywood,defend,4.5,mercy,support
3,win,dorado,attack,8.0,ana,support
3,win,dorado,defend,4.0,symmetra,damage
3,win,oasis,cp,11.0,lucio,support
3,win,hanamura,attack,8.0,ana,support
3,win,hanamura,defend,4.0,symmetra,damage
3,loss,volskaya industries,attack,8.5,ana,support
3,loss,volskaya industries,defend,8.0,torbjorn,damage
3,loss,nepal,cp,13.5,lucio,support
3,win,dorado,defend,4.0,symmetra,damage
3,win,dorado,attack,2.0,mercy,support
3,win,route 66,defend,8.5,symmetra,damage
3,win,route 66,attack,6.5,mercy,support
3,loss,illios,cp,12.0,lucio,support
3,loss,numbani,defend,7.5,torbjorn,damage
3,loss,numbani,attack,4.0,ana,support
3,win,gibraltar,attack,9.0,zen,support
3,win,gibraltar,defend,8.0,torbjorn,damage
3,win,king's row,attack,8.0,ana,support
3,win,king's row,defend,8.5,ana,support
3,draw,temple of anubis,attack,8.5,ana,support
3,draw,temple of anubis,defend,8.0,torbjorn,damage
3,draw,volskaya industries,defend,8.5,symmetra,damage
3,draw,volskaya industries,attack,8.0,lucio,support
3,loss,lijiang tower,cp,17.0,lucio,support
3,loss,volskaya industries,defend,8.0,symmetra,damage
3,draw,temple of anubis,attack,6.0,ana,support
3,draw,temple of anubis,defend,2.5,symmetra,damage
3,draw,temple of anubis,attack,3.5,zen,support
3,draw,temple of anubis,defend,6.5,zen,support
3,loss,lijiang tower,cp,13.0,rienhart,tank
3,loss,gibraltar,attack,9.0,ana,support
3,loss,gibraltar,defend,7.0,ana,support
3,loss,lijiang tower,cp,27.0,lucio,support
3,win,oasis,cp,13.5,symmetra,damage
3,win,hollywood,defend,4.5,torbjorn,damage
3,win,hollywood,attack,1.5,lucio,support
3,loss,dorado,attack,9.0,ana,support
3,loss,dorado,defend,6.0,symmetra,damage
3,draw,hanamura,defend,4.0,symmetra,damage
3,draw,hanamura,attack,4.0,zen,support
3,win,king's row,attack,5.5,zen,support
3,win,king's row,defend,8.5,zen,support
3,loss,numbani,defend,8.0,mercy,support
3,loss,numbani,attack,9.0,ana,support
3,loss,dorado,attack,6.5,mercy,support
3,loss,dorado,defend,7.0,symmetra,damage
3,win,king's row,attack,7.5,ana,support
3,win,king's row,defend,4.0,symmetra,damage
3,loss,nepal,cp,12.0,lucio,support
3,win,temple of anubis,defend,4.5,symmetra,damage
3,win,temple of anubis,attack,4.0,ana,support
3,win,volskaya industries,attack,5.5,zen,support
3,win,volskaya industries,defend,2.0,symmetra,damage
3,win,volskaya industries,attack,2.5,lucio,support
3,loss,eichenwalde,defend,8.5,symmetra,damage
3,loss,eichenwalde,attack,7.0,ana,support
3,loss,volskaya industries,attack,4.0,zen,support
3,loss,volskaya industries,defend,1.5,symmetra,damage
3,loss,illios,cp,12.0,lucio,support
3,loss,temple of anubis,defend,7.5,symmetra,damage
3,loss,temple of anubis,attack,4.0,zen,support
3,loss,lijiang tower,cp,22.0,lucio,support
3,win,temple of anubis,attack,5.0,ana,support
3,win,temple of anubis,defend,5.5,mercy,support
3,win,temple of anubis,defend,3.0,mercy,support
3,win,temple of anubis,attack,1.5,mercy,support
3,loss,gibraltar,defend,7.0,symmetra,damage
3,loss,gibraltar,attack,6.0,zen,support
3,loss,gibraltar,defend,2.5,zen,support
3,loss,gibraltar,attack,2.0,torbjorn,damage
3,loss,nepal,cp,23.5,lucio,support
3,draw,eichenwalde,attack,4.0,mercy,support
3,draw,eichenwalde,defend,4.0,symmetra,damage
3,win,numbani,attack,8.5,ana,support
3,win,numbani,defend,8.0,symmetra,damage
3,loss,temple of anubis,defend,5.0,symmetra,damage
3,loss,temple of anubis,attack,8.0,zen,support
3,draw,numbani,attack,4.5,zen,support
3,draw,numbani,defend,4.0,symmetra,damage
3,win,numbani,defend,4.0,symmetra,damage
3,win,numbani,attack,2.5,zen,support
3,loss,hollywood,defend,8.5,torbjorn,damage
3,loss,hollywood,attack,5.0,zen,support
3,loss,temple of anubis,attack,8.5,ana,support
3,loss,temple of anubis,defend,8.0,symmetra,damage
3,win,eichenwalde,attack,8.0,zen,support
3,win,eichenwalde,defend,4.0,symmetra,damage
3,loss,gibraltar,attack,4.5,zen,support
3,loss,gibraltar,defend,3.0,zen,support
3,draw,volskaya industries,defend,8.0,symmetra,damage
3,draw,volskaya industries,attack,8.0,symmetra,damage
3,win,king's row,attack,3.0,zen,support
3,win,king's row,defend,8.0,zen,support
3,win,king's row,attack,2.5,ana,support
3,win,numbani,attack,8.0,ana,support
3,win,numbani,defend,4.5,symmetra,damage
3,win,numbani,attack,4.0,ana,support
3,win,numbani,defend,5.5,ana,support
3,win,eichenwalde,attack,5.5,ana,support
3,win,eichenwalde,defend,4.0,symmetra,damage
3,win,route 66,attack,8.5,ana,support
3,win,route 66,defend,8.0,symmetra,damage
3,loss,king's row,attack,4.0,mercy,support
3,loss,king's row,defend,2.5,symmetra,damage
3,loss,numbani,defend,4.0,symmetra,damage
3,loss,numbani,attack,8.0,ana,support
3,loss,route 66,defend,8.0,torbjorn,damage
3,loss,route 66,attack,8.5,ana,support
3,loss,oasis,cp,15.0,zen,support
3,win,dorado,attack,4.0,mercy,support
3,win,dorado,defend,4.0,mercy,support
3,loss,oasis,cp,11.0,zen,support
3,loss,illios,cp,15.0,lucio,support
3,win,hollywood,attack,9.0,mercy,support
3,win,hollywood,defend,9.0,mercy,support
3,loss,nepal,cp,8.5,lucio,support
3,win,hanamura,attack,4.5,zen,support
3,win,hanamura,defend,4.0,zen,support
3,win,illios,cp,24.5,ana,support
3,loss,nepal,cp,13.0,ana,support
3,loss,dorado,attack,8.5,zen,support
3,loss,dorado,defend,4.0,mercy,support
3,draw,eichenwalde,attack,4.0,ana,support
3,draw,eichenwalde,defend,4.0,symmetra,damage
3,win,numbani,attack,8.0,ana,support
3,win,numbani,defend,4.0,symmetra,damage
3,win,lijiang tower,cp,25.5,zen,support
3,win,volskaya industries,defend,8.5,symmetra,damage
3,win,volskaya industries,attack,3.5,zen,support
3,win,king's row,defend,7.0,symmetra,damage
3,win,king's row,attack,3.0,zen,support
3,win,illios,cp,13.0,zen,support
3,win,hollywood,defend,7.5,symmetra,damage
3,win,hollywood,attack,4.5,mercy,support
3,draw,hanamura,defend,4.0,symmetra,damage
3,draw,hanamura,attack,4.0,mercy,support
3,win,temple of anubis,defend,8.0,symmetra,damage
3,win,temple of anubis,attack,4.0,mercy,support
3,loss,route 66,defend,6.0,zen,support
3,loss,route 66,attack,9.0,zen,support
3,win,oasis,cp,23.5,zen,support
3,win,hollywood,attack,6.0,zen,support
3,win,hollywood,defend,4.0,zen,support
3,win,temple of anubis,attack,6.0,zen,support
3,win,temple of anubis,defend,8.0,zen,support
3,loss,gibraltar,attack,7.0,zen,support
3,loss,gibraltar,defend,5.5,zen,support
3,win,numbani,defend,4.0,symmetra,damage
3,win,numbani,attack,2.0,zen,support
3,draw,hanamura,defend,4.0,ana,support
3,draw,hanamura,attack,4.0,zen,support
3,win,eichenwalde,defend,4.0,ana,support
3,win,eichenwalde,attack,4.0,zen,support
3,win,numbani,defend,6.0,symmetra,damage
3,win,numbani,attack,5.5,zen,support
3,win,volskaya industries,attack,5.0,zen,support
3,win,volskaya industries,defend,4.0,symmetra,damage
3,loss,numbani,attack,8.0,zen,support
3,loss,numbani,defend,6.0,symmetra,damage
3,loss,numbani,attack,1.0,zen,support
3,loss,numbani,defend,1.0,symmetra,damage
3,win,numbani,attack,4.5,zen,support
3,win,numbani,defend,4.0,symmetra,damage
3,win,king's row,attack,3.0,zen,support
3,win,king's row,defend,8.0,symmetra,damage
3,draw,temple of anubis,defend,4.0,symmetra,damage
3,draw,temple of anubis,attack,7.0,zen,support
3,draw,temple of anubis,attack,2.5,zen,support
3,draw,temple of anubis,defend,4.0,mercy,support
3,win,eichenwalde,attack,6.0,ana,support
3,win,eichenwalde,defend,4.0,mercy,support
3,draw,hollywood,attack,4.0,zen,support
3,draw,hollywood,defend,4.0,symmetra,damage
3,win,dorado,attack,7.0,zen,support
3,win,dorado,defend,4.0,symmetra,damage
3,loss,gibraltar,defend,9.0,zen,support
3,loss,gibraltar,attack,4.0,zen,support
3,win,oasis,cp,21.5,zen,support
3,loss,lijiang tower,cp,16.5,zen,support
3,win,illios,cp,17.5,zen,support
3,loss,lijiang tower,cp,18.0,lucio,support
3,draw,eichenwalde,attack,4.0,zen,support
3,draw,eichenwalde,defend,4.0,mercy,support
3,win,numbani,attack,8.0,zen,support
3,win,numbani,defend,4.0,symmetra,damage
3,loss,temple of anubis,attack,8.0,zen,support
3,loss,temple of anubis,defend,3.0,symmetra,damage
3,win,gibraltar,defend,4.0,torbjorn,damage
3,win,gibraltar,attack,1.5,zen,support
3,loss,temple of anubis,attack,7.5,zen,support
3,loss,temple of anubis,defend,2.5,symmetra,damage
3,loss,temple of anubis,defend,2.0,symmetra,damage
3,loss,eichenwalde,attack,8.5,symmetra,damage
3,loss,eichenwalde,defend,8.0,zen,support
3,loss,hollywood,defend,4.0,symmetra,damage
3,loss,hollywood,attack,6.5,ana,support
3,loss,hollywood,attack,4.0,ana,support
3,loss,hollywood,defend,1.0,zen,support
3,win,king's row,attack,6.5,zen,support
3,win,king's row,defend,7.5,zen,support
3,loss,gibraltar,attack,9.0,ana,support
3,loss,gibraltar,defend,7.5,ana,support
3,win,volskaya industries,attack,2.0,zen,support
3,win,volskaya industries,defend,8.5,zen,support
3,draw,hanamura,attack,4.0,zen,support
3,draw,hanamura,defend,4.0,symmetra,damage
3,win,dorado,attack,7.5,zen,support
3,win,dorado,defend,4.0,symmetra,damage
3,win,hollywood,defend,7.0,symmetra,damage
3,win,hollywood,attack,4.5,lucio,support
3,win,king's row,attack,4.5,zen,support
3,win,king's row,defend,8.5,zen,support
3,win,numbani,attack,9.0,zen,support
3,win,numbani,defend,4.0,symmetra,damage
3,win,nepal,cp,21.5,zen,support
3,win,hollywood,defend,8.0,symmetra,damage
3,win,hollywood,attack,5.5,zen,support
3,loss,dorado,attack,8.0,zen,support
3,loss,dorado,defend,7.0,mercy,support
3,loss,hanamura,attack,4.5,zen,support
3,loss,hanamura,defend,2.0,symmetra,damage
3,win,numbani,defend,6.0,symmetra,damage
3,win,numbani,attack,4.5,zen,support
3,win,numbani,defend,2.5,zen,support
3,win,numbani,attack,1.0,zen,support
3,win,gibraltar,defend,8.0,torbjorn,damage
3,win,gibraltar,attack,5.5,zen,support
3,loss,route 66,defend,7.5,zen,support
3,loss,oasis,cp,23.5,zen,support
3,win,illios,cp,25.0,zen,support
3,draw,eichenwalde,defend,4.0,symmetra,damage
3,draw,eichenwalde,attack,4.0,ana,support
3,win,illios,cp,20.0,zen,support
3,draw,king's row,attack,5.0,zen,support
3,draw,king's row,defend,6.5,mercy,support
3,draw,king's row,defend,1.5,mercy,support
3,draw,king's row,attack,3.5,ana,support
3,draw,numbani,defend,4.5,symmetra,damage
3,draw,numbani,attack,4.5,ana,support
3,win,hollywood,attack,8.5,zen,support
3,win,hollywood,defend,8.0,ana,support
3,loss,dorado,defend,8.0,symmetra,damage
3,loss,dorado,attack,5.0,zen,support
3,win,hanamura,attack,6.0,mercy,support
3,win,hanamura,defend,9.0,mercy,support
3,win,gibraltar,attack,7.0,zen,support
3,win,gibraltar,defend,4.5,torbjorn,damage
3,loss,nepal,cp,12.0,zen,support
3,loss,route 66,attack,5.5,zen,support
3,loss,route 66,defend,7.0,zen,support
3,loss,route 66,defend,4.0,mercy,support
3,loss,route 66,attack,3.0,mercy,support
3,loss,numbani,attack,8.5,zen,support
3,loss,numbani,defend,7.5,mercy,support
3,win,lijiang tower,cp,20.0,zen,support
3,loss,illios,cp,11.0,zen,support
3,win,hanamura,defend,8.0,symmetra,damage
3,win,hanamura,attack,4.5,ana,support
3,loss,nepal,cp,21.0,lucio,support
3,win,temple of anubis,defend,8.5,zen,support
3,win,temple of anubis,attack,5.0,zen,support
3,win,volskaya industries,defend,8.0,symmetra,damage
3,win,volskaya industries,attack,6.0,zen,support
3,loss,route 66,defend,3.0,mercy,support
3,loss,route 66,attack,6.5,mercy,support
3,loss,route 66,attack,3.5,mercy,support
3,loss,route 66,defend,5.0,mercy,support
3,win,temple of anubis,defend,8.0,symmetra,damage
3,win,temple of anubis,attack,6.0,zen,support
3,loss,hanamura,defend,2.5,zen,support
3,loss,hanamura,attack,4.5,zen,support
3,loss,illios,cp,11.0,zen,support
3,loss,lijiang tower,cp,15.0,zen,support
3,loss,nepal,cp,12.0,zen,support
3,win,numbani,attack,6.5,zen,support
3,win,numbani,defend,4.5,symmetra,damage
3,loss,illios,cp,17.0,mercy,support
3,win,hollywood,defend,7.0,zen,support
3,win,hollywood,attack,4.0,zen,support
3,loss,nepal,cp,18.5,winston,tank
3,loss,temple of anubis,attack,4.5,zen,support
3,loss,temple of anubis,defend,1.5,symmetra,damage
3,loss,route 66,defend,4.0,ana,support
3,loss,route 66,attack,8.0,zen,support
3,loss,route 66,attack,1.5,zen,support
3,loss,route 66,defend,1.0,symmetra,damage
4,win,route 66,defend,6.0,zen,support
4,win,route 66,attack,8.0,zen,support
4,win,route 66,attack,3.5,zen,support
4,win,route 66,defend,1.5,zen,support
4,loss,gibraltar,defend,6.5,zen,support
4,loss,gibraltar,attack,6.5,zen,support
4,loss,king's row,defend,6.0,mercy,support
4,loss,king's row,attack,8.5,zen,support
4,win,numbani,attack,4.5,zen,support
4,win,numbani,defend,4.0,symmetra,damage
4,win,volskaya industries,defend,7.0,mercy,support
4,win,volskaya industries,attack,6.5,ana,support
4,win,volskaya industries,defend,2.0,mercy,support
4,win,volskaya industries,attack,2.0,ana,support
4,loss,route 66,defend,7.0,mercy,support
4,loss,route 66,attack,4.5,ana,support
4,win,illios,cp,12.0,lucio,support
4,draw,numbani,attack,8.0,zen,support
4,draw,numbani,defend,9.0,symmetra,damage
4,draw,numbani,defend,2.0,symmetra,damage
4,draw,numbani,attack,2.0,zen,support
4,draw,hanamura,defend,8.0,ana,support
4,draw,hanamura,attack,8.5,ana,support
4,loss,king's row,defend,4.0,zen,support
4,loss,king's row,attack,9.0,zen,support
4,loss,king's row,defend,3.0,zen,support
4,loss,illios,cp,25.0,lucio,support
4,win,hollywood,attack,6.5,zen,support
4,win,hollywood,defend,6.0,zen,support
4,win,route 66,attack,11.0,zen,support
4,win,route 66,defend,8.0,zen,support
4,win,king's row,defend,4.5,mercy,support
4,win,king's row,attack,2.5,ana,support
4,loss,nepal,cp,20.5,zen,support
4,win,numbani,attack,4.5,zen,support
4,win,numbani,defend,4.5,symmetra,damage
4,loss,temple of anubis,defend,2.0,symmetra,damage
4,loss,temple of anubis,attack,6.0,zen,support
4,loss,temple of anubis,attack,2.5,ana,support
4,loss,temple of anubis,defend,4.0,zen,support
4,loss,hollywood,attack,4.0,zen,support
4,loss,numbani,attack,4.0,zen,support
4,win,eichenwalde,attack,5.0,ana,support
4,win,eichenwalde,defend,4.0,mercy,support
4,win,hanamura,defend,8.0,zen,support
4,win,hanamura,attack,4.5,zen,support
4,win,nepal,cp,23.5,zen,support
4,win,illios,cp,10.5,lucio,support
4,win,oasis,cp,24.5,zen,support
4,draw,volskaya industries,defend,8.0,ana,support
4,draw,volskaya industries,attack,8.5,ana,support
4,win,route 66,defend,8.5,zen,support
4,win,route 66,attack,2.5,zen,support
4,loss,eichenwalde,defend,8.5,mercy,support
4,loss,eichenwalde,attack,8.0,zen,support
4,win,nepal,cp,20.0,lucio,support
4,win,oasis,cp,21.0,zen,support
4,win,gibraltar,defend,9.0,zen,support
4,win,gibraltar,attack,8.0,zen,support
4,loss,hollywood,defend,7.0,zen,support
4,loss,hollywood,attack,7.5,zen,support
4,loss,king's row,defend,8.5,zen,support
4,loss,king's row,attack,4.0,ana,support
4,win,illios,cp,14.5,lucio,support
4,loss,route 66,attack,8.0,zen,support
4,loss,route 66,defend,8.5,zen,support
4,loss,route 66,attack,2.0,mercy,support
4,draw,volskaya industries,defend,1.5,mercy,support
4,draw,volskaya industries,attack,2.5,zen,support
4,draw,volskaya industries,attack,5.0,zen,support
4,draw,volskaya industries,defend,4.0,zen,support
4,draw,volskaya industries,attack,2.0,ana,support
4,draw,volskaya industries,defend,2.0,zen,support
4,loss,temple of anubis,defend,2.5,symmetra,damage
4,loss,temple of anubis,attack,4.0,lucio,support
4,loss,eichenwalde,defend,8.0,mercy,support
4,loss,eichenwalde,attack,4.5,ana,support
4,win,temple of anubis,defend,7.0,zen,support
4,win,temple of anubis,attack,4.0,zen,support
4,win,temple of anubis,defend,2.5,zen,support
4,win,temple of anubis,attack,5.5,zen,support
4,loss,dorado,defend,5.0,zen,support
4,loss,dorado,attack,8.5,zen,support
4,loss,dorado,defend,1.0,mercy,support
4,loss,gibraltar,attack,7.5,zen,support
4,loss,gibraltar,defend,4.0,zen,support
4,loss,eichenwalde,defend,4.0,zen,support
4,loss,eichenwalde,attack,4.0,lucio,support
4,loss,nepal,cp,10.5,zen,support
4,loss,numbani,defend,4.5,zen,support
4,loss,numbani,attack,8.0,zen,support
4,loss,temple of anubis,attack,8.0,rienhart,tank
4,loss,nepal,cp,21.5,lucio,support
4,loss,gibraltar,attack,4.5,zen,support
4,win,nepal,cp,12.0,lucio,support
4,draw,numbani,defend,4.0,zen,support
4,draw,numbani,attack,7.0,zen,support
4,draw,numbani,attack,1.5,zen,support
4,draw,numbani,defend,5.0,ana,support
4,draw,temple of anubis,defend,8.0,mercy,support
4,draw,temple of anubis,attack,8.0,mercy,support
4,win,numbani,attack,8.5,zen,support
4,win,numbani,defend,8.0,zen,support
4,win,king's row,attack,8.5,zen,support
4,win,king's row,defend,6.0,zen,support
4,loss,route 66,attack,4.5,zen,support
4,loss,route 66,defend,3.5,mercy,support
4,loss,volskaya industries,defend,4.0,zen,support
4,loss,volskaya industries,attack,8.0,zen,support
4,draw,hanamura,defend,6.0,zen,support
4,draw,hanamura,attack,8.0,zen,support
4,draw,hanamura,defend,2.5,zen,support
4,loss,king's row,attack,4.5,zen,support
4,draw,hanamura,attack,4.0,zen,support
4,draw,hanamura,defend,4.5,ana,support
4,win,nepal,cp,25.0,ana,support
4,win,king's row,defend,4.5,zen,support
4,win,king's row,attack,1.5,zen,support
4,win,lijiang tower,cp,19.5,lucio,support
4,loss,illios,cp,20.0,lucio,support
4,win,volskaya industries,attack,5.0,zen,support
4,win,volskaya industries,defend,8.0,zen,support
4,loss,route 66,defend,10.0,zen,support
4,loss,route 66,attack,7.0,zen,support
4,loss,gibraltar,defend,6.0,zen,support
4,loss,gibraltar,attack,9.0,ana,support
4,loss,gibraltar,attack,2.0,ana,support
4,loss,gibraltar,defend,2.0,ana,support
4,loss,lijiang tower,cp,12.0,ana,support
4,win,gibraltar,defend,4.0,ana,support
4,win,gibraltar,attack,1.0,ana,support
4,loss,eichenwalde,defend,7.0,ana,support
4,loss,eichenwalde,attack,9.0,zen,support
4,loss,hanamura,defend,2.0,torbjorn,damage
4,loss,hanamura,attack,3.0,zen,support
4,loss,hanamura,attack,6.0,zen,support
4,loss,hanamura,defend,8.0,mercy,support
4,win,volskaya industries,attack,8.0,zen,support
4,win,volskaya industries,defend,8.0,zen,support
4,draw,eichenwalde,attack,4.0,lucio,support
4,draw,eichenwalde,defend,5.0,ana,support
4,win,volskaya industries,defend,4.0,mercy,support
4,win,volskaya industries,attack,1.5,zen,support
4,win,hanamura,defend,4.0,zen,support
4,win,hanamura,attack,4.0,zen,support
4,win,nepal,cp,15.5,lucio,support
4,loss,volskaya industries,attack,4.5,ana,support
4,loss,volskaya industries,defend,1.0,mercy,support
4,win,gibraltar,defend,6.0,ana,support
4,win,gibraltar,attack,3.5,ana,support
4,loss,gibraltar,defend,9.0,ana,support
4,loss,gibraltar,attack,8.0,mercy,support
4,loss,volskaya industries,attack,8.0,zen,support
4,loss,volskaya industries,defend,3.0,ana,support
4,loss,eichenwalde,attack,9.0,zen,support
4,loss,eichenwalde,defend,7.0,symmetra,damage
4,win,gibraltar,defend,4.0,ana,support
4,draw,hanamura,defend,5.5,zen,support
4,draw,hanamura,attack,4.5,zen,support
4,draw,hanamura,defend,3.5,zen,support
4,draw,hanamura,attack,4.0,lucio,support
4,loss,illios,cp,15.0,lucio,support
4,loss,nepal,cp,25.0,lucio,support
4,win,oasis,cp,12.0,lucio,support
4,draw,volskaya industries,defend,8.5,mercy,support
4,draw,volskaya industries,attack,8.5,ana,support
4,draw,temple of anubis,defend,8.0,mercy,support
4,draw,temple of anubis,attack,8.0,ana,support
4,win,illios,cp,17.0,lucio,support
4,win,king's row,defend,4.0,ana,support
4,win,king's row,attack,2.0,ana,support
4,loss,dorado,attack,5.0,ana,support
4,loss,hollywood,attack,8.0,ana,support
4,loss,hollywood,defend,8.0,ana,support
4,loss,route 66,attack,8.0,zen,support
4,loss,route 66,defend,8.0,mercy,support
4,loss,route 66,defend,4.0,mercy,support
4,loss,route 66,attack,2.0,mercy,support
4,win,hanamura,attack,3.5,zen,support
4,win,hanamura,defend,8.0,zen,support
4,win,hanamura,attack,3.5,zen,support
4,win,eichenwalde,defend,8.5,ana,support
4,win,eichenwalde,attack,7.5,ana,support
4,win,route 66,defend,7.0,ana,support
4,win,route 66,attack,7.0,lucio,support
4,win,route 66,attack,1.0,ana,support
4,loss,gibraltar,defend,10.0,ana,support
4,loss,gibraltar,attack,8.0,ana,support
4,win,eichenwalde,attack,8.0,ana,support
4,loss,temple of anubis,defend,4.0,zen,support
4,loss,temple of anubis,attack,8.0,ana,support
4,loss,temple of anubis,defend,1.0,ana,support
4,win,lijiang tower,cp,14.5,lucio,support
4,win,gibraltar,attack,4.5,zen,support
4,win,gibraltar,defend,8.0,zen,support
4,win,volskaya industries,defend,9.0,zen,support
4,win,volskaya industries,attack,4.5,symmetra,damage
4,win,route 66,attack,6.0,zen,support
4,win,route 66,defend,4.0,zen,support
4,win,dorado,defend,5.0,zen,support
4,win,dorado,attack,2.0,zen,support
4,loss,numbani,defend,8.0,zen,support
4,loss,numbani,attack,4.5,lucio,support
4,loss,oasis,cp,22.0,lucio,support
4,win,nepal,cp,15.5,lucio,support
4,draw,king's row,attack,4.5,zen,support
4,draw,king's row,defend,4.5,mercy,support
4,loss,king's row,attack,7.0,zen,support
4,loss,king's row,defend,9.0,ana,support
4,loss,king's row,attack,2.5,lucio,support
4,loss,volskaya industries,defend,4.0,ana,support
4,loss,volskaya industries,attack,8.0,ana,support
4,win,temple of anubis,attack,3.0,mercy,support
4,win,temple of anubis,defend,4.5,mercy,support
4,win,lijiang tower,cp,25.0,lucio,support
4,win,gibraltar,defend,4.0,mercy,support
4,win,gibraltar,attack,2.0,zen,support
4,loss,illios,cp,17.0,lucio,support
4,loss,oasis,cp,13.5,zen,support
4,loss,route 66,defend,4.0,mercy,support
4,loss,route 66,attack,4.0,ana,support
4,win,temple of anubis,defend,6.5,mercy,support
4,win,temple of anubis,attack,2.0,mercy,support
4,win,temple of anubis,defend,4.15,mercy,support
4,win,temple of anubis,attack,4.5,lucio,support
4,win,hanamura,defend,4.0,zen,support
4,win,hanamura,attack,1.0,zen,support
4,loss,eichenwalde,defend,6.5,zen,support
4,loss,eichenwalde,attack,4.0,ana,support
4,draw,king's row,defend,4.0,zen,support
4,draw,king's row,attack,4.0,lucio,support
4,win,volskaya industries,attack,6.0,ana,support
4,win,volskaya industries,defend,4.0,ana,support
4,win,volskaya industries,attack,3.0,ana,support
4,win,volskaya industries,defend,4.0,ana,support
4,draw,temple of anubis,attack,8.0,ana,support
4,draw,temple of anubis,defend,8.0,ana,support
4,win,king's row,defend,8.0,zen,support
4,win,king's row,attack,5.5,zen,support
4,loss,gibraltar,attack,4.0,zen,support
4,loss,gibraltar,defend,2.5,symmetra,damage
4,loss,volskaya industries,defend,8.0,mercy,support
4,loss,volskaya industries,attack,8.0,lucio,support
4,loss,dorado,defend,7.5,ana,support
4,loss,dorado,attack,7.5,ana,support
4,loss,eichenwalde,defend,7.0,mercy,support
4,loss,eichenwalde,attack,4.0,ana,support
4,draw,temple of anubis,attack,4.5,zen,support
4,draw,temple of anubis,defend,4.0,zen,support
4,win,dorado,attack,8.0,ana,support
4,win,dorado,defend,8.0,mercy,support
4,win,gibraltar,attack,8.0,zen,support
4,win,gibraltar,defend,4.0,zen,support
4,win,route 66,attack,8.0,zen,support
4,win,route 66,defend,8.0,zen,support
4,draw,hollywood,attack,10.0,zen,support
